__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample,evidence_source,evidence_ref,protocol,confidence,grammar_eligible,probe_cell,observed_at,verified_at,verified_by,last_change,changed_by
__metal_set_primitive_mesh,method,1,air.set_primitive_id_mesh,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_mesh:36: __metal_set_primitive_mesh(derived->m, i, p);",xcode_probe_golden,"golden/P18K/metal40_macosx26/probe.ll @probe_p18k_set_prim: tail call void @air.set_primitive_id_mesh(%struct._mesh_t addrspace(7)* nocapture %0, i32 0, i32 0) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_primitive_mesh,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:56Z,promote_map.py@1.0.0
__metal_set_stage_in_region_compute_command,method,1,air.set_stage_in_region_compute_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:443: __metal_set_stage_in_region_compute_command(icb, icb_index, origin, size);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_cc_76: tail call void @air.set_stage_in_region_compute_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, <3 x i32> zeroinitializer, <3 x i32> zer",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_stage_in_region_compute_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_threadgroup_memory_length_compute_command,method,1,air.set_threadgroup_memory_length_compute_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:448: __metal_set_threadgroup_memory_length_compute_command(icb, icb_index, length, idx);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_cc_77: tail call void @air.set_threadgroup_memory_length_compute_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i32 0, i32 0) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_threadgroup_memory_length_compute_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_threadgroups_per_grid_mesh_grid_properties,method,1,air.set_threadgroups_per_grid_mesh_properties,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_mesh:114: __metal_set_threadgroups_per_grid_mesh_grid_properties(p, tgs);",xcode_probe_golden,"golden/P18K/metal40_macosx26/probe.ll @probe_p18k_mgp: tail call void @air.set_threadgroups_per_grid_mesh_properties(%struct._mesh_grid_properties_t addrspace(3)* nocapture %0, <3 x i32> <i32 1, i32 1, i32 1>) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_threadgroups_per_grid_mesh_grid_properties,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:56Z,promote_map.py@1.0.0
__metal_set_triangle_fill_mode_render_command,method,1,air.set_triangle_fill_mode_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:844: __metal_set_triangle_fill_mode_render_command(icb, icb_index, uint(mode));",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_78: tail call void @air.set_triangle_fill_mode_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i32 0) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_triangle_fill_mode_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_vertex_buffer_render_command,method,4,air.set_vertex_buffer_render_command.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:878: __metal_set_vertex_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast",xcode_probe_golden,"golden/P08M40v4/metal40_macosx26/probe.ll @probe_p08m_rc_27: tail call void @air.set_vertex_buffer_render_command.p1i8(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i8 addrspace(1)* %2, i64 -1, i32 0) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_vertex_buffer_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:57Z,promote_map.py@1.0.0
__metal_set_vertex_mesh,method,1,air.set_position_mesh,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (run18: position 属性のみの構造で air.set_position_mesh; 属性毎に op 分散する部分写像),"metal_mesh:21: __metal_set_vertex_mesh(derived->m, i, v);",xcode_probe_golden,golden/run18_apply/P18K/metal40_macosx26/probe.ll @probe_p18k_set_vertex: mesh vertex (float4 [[position]] のみ) -> air.set_position_mesh (属性毎分散の一部径路),P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_vertex_mesh,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T06:00Z,agent
__metal_set_visible_function_table_intersection_function_table,method,6,air.set_buffer_intersection_function_table.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (run14 手動反映: set_vft の lowering は set_buffer 共用),"metal_raytracing:1784: __metal_set_visible_function_table_intersection_function_table(t, vft.__get_opaque_handle(), inde",xcode_probe_golden,"golden/run14_apply/P08M/metal40_macosx26/probe.ll @probe_p08m_ift_16: set_vft(ift,vft,idx) -> air.set_buffer_intersection_function_table.p1i8 (vft を opaque handle として格納)",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_visible_function_table_intersection_function_table,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T05:25Z,agent
__metal_sign,free+method,18,air.sign.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,metal_common:305: return __metal_sign(x);,apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_simd_active_threads_mask,method,1,air.simd_active_threads_mask.i64,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:101: return simd_vote(__metal_simd_active_threads_mask(simd_vote::vote_t(0)));,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_active_threads_mask_47: %1 = tail call i64 @air.simd_active_threads_mask.i64() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_active_threads_mask,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_all,method,1,air.simd_all,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:106: return __metal_simd_all(expr);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_all_48: %1 = tail call i1 @air.simd_all(i1 true) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_all,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_and,method,1,air.simd_and.s.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:124: return __metal_simd_and(data);,xcode_probe_golden,golden/P07F/metal40_macosx26/probe.ll @probe_p07f_simd_and_8: %1 = tail call i32 @air.simd_and.s.i32(i32 0) #3,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_and,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:57Z,promote_map.py@1.0.0
__metal_simd_any,method,1,air.simd_any,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:111: return __metal_simd_any(expr);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_any_50: %1 = tail call i1 @air.simd_any(i1 true) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_any,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_ballot,method,1,air.simd_ballot.i64,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:116: return simd_vote(__metal_simd_ballot(expr, simd_vote::vote_t(0)));",xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_ballot_51: %1 = tail call i64 @air.simd_ballot.i64(i1 true) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_ballot,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_broadcast,method,1,air.simd_broadcast.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:131: return __metal_simd_broadcast(data, broadcast_lane_id);",xcode_probe_golden,"golden/P07F/metal32_macosx26/probe.ll @probe_p07f_simd_broadcast_63: %1 = tail call fast float @air.simd_broadcast.f32(float 1.000000e+00, i16 0) #8",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_broadcast,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:00Z,promote_map.py@1.0.0
__metal_simd_broadcast_first,method,1,air.simd_broadcast_first.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:138: return __metal_simd_broadcast_first(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_broadcast_first_52: %1 = tail call fast float @air.simd_broadcast_first.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_broadcast_first,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_is_first,method,1,air.simd_is_first,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:145: return __metal_simd_is_first();,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_is_first_53: %1 = tail call i1 @air.simd_is_first() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_is_first,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_is_helper_thread,method,1,air.simd_is_helper_thread,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:152: return __metal_simd_is_helper_thread();,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_is_helper_thread_54: %1 = tail call i1 @air.simd_is_helper_thread() #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_is_helper_thread,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_max,method,1,air.simd_max.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:158: return __metal_simd_max(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_max_55: %1 = tail call fast float @air.simd_max.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_max,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_min,method,1,air.simd_min.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:164: return __metal_simd_min(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_min_56: %1 = tail call fast float @air.simd_min.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_min,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_or,method,1,air.simd_or.s.i32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:172: return __metal_simd_or(data);,xcode_probe_golden,golden/P07F/metal40_macosx26/probe.ll @probe_p07f_simd_or_9: %1 = tail call i32 @air.simd_or.s.i32(i32 0) #3,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_or,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:57Z,promote_map.py@1.0.0
__metal_simd_prefix_exclusive_product,method,1,air.simd_prefix_exclusive_product.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:178: return __metal_simd_prefix_exclusive_product(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_prefix_exclusive_product_58: %1 = tail call fast float @air.simd_prefix_exclusive_product.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_prefix_exclusive_product,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_prefix_exclusive_sum,method,1,air.simd_prefix_exclusive_sum.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:184: return __metal_simd_prefix_exclusive_sum(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_prefix_exclusive_sum_59: %1 = tail call fast float @air.simd_prefix_exclusive_sum.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_prefix_exclusive_sum,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_prefix_inclusive_product,method,1,air.simd_prefix_inclusive_product.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:190: return __metal_simd_prefix_inclusive_product(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_prefix_inclusive_product_60: %1 = tail call fast float @air.simd_prefix_inclusive_product.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_prefix_inclusive_product,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_prefix_inclusive_sum,method,1,air.simd_prefix_inclusive_sum.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:196: return __metal_simd_prefix_inclusive_sum(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_prefix_inclusive_sum_61: %1 = tail call fast float @air.simd_prefix_inclusive_sum.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_prefix_inclusive_sum,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_product,method,1,air.simd_product.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:202: return __metal_simd_product(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_product_62: %1 = tail call fast float @air.simd_product.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_product,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_shuffle,method,1,air.simd_shuffle.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:209: return __metal_simd_shuffle(data, simd_lane_id);",xcode_probe_golden,"golden/P07F/metal32_macosx26/probe.ll @probe_p07f_simd_shuffle_75: %1 = tail call fast float @air.simd_shuffle.f32(float 1.000000e+00, i16 0) #8",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:00Z,promote_map.py@1.0.0
__metal_simd_shuffle_and_fill_down,method,2,air.simd_shuffle_and_fill_down.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:216: return __metal_simd_shuffle_and_fill_down(data, filling_data, delta, modulo);",xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_shuffle_and_fill_down_63: %1 = tail call i16 @air.get_simdgroup_size.i16() #9,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_and_fill_down,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_shuffle_and_fill_up,method,2,air.simd_shuffle_and_fill_up.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:228: return __metal_simd_shuffle_and_fill_up(data, filling_data, delta, modulo);",xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_shuffle_and_fill_up_64: %1 = tail call i16 @air.get_simdgroup_size.i16() #9,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_and_fill_up,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_shuffle_down,method,1,air.simd_shuffle_down.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:241: return __metal_simd_shuffle_down(data, delta);",xcode_probe_golden,"golden/P07F/metal32_macosx26/probe.ll @probe_p07f_simd_shuffle_down_78: %1 = tail call fast float @air.simd_shuffle_down.f32(float 1.000000e+00, i16 0) #8",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_down,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:00Z,promote_map.py@1.0.0
__metal_simd_shuffle_rotate_down,method,1,air.simd_shuffle_rotate_down.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:248: return __metal_simd_shuffle_rotate_down(data, delta);",xcode_probe_golden,"golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_shuffle_rotate_down_65: %1 = tail call fast float @air.simd_shuffle_rotate_down.f32(float 1.000000e+00, i16 0) #10",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_rotate_down,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_shuffle_rotate_up,method,1,air.simd_shuffle_rotate_up.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:256: return __metal_simd_shuffle_rotate_up(data, delta);",xcode_probe_golden,"golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_shuffle_rotate_up_66: %1 = tail call fast float @air.simd_shuffle_rotate_up.f32(float 1.000000e+00, i16 0) #10",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_rotate_up,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_shuffle_up,method,1,air.simd_shuffle_up.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:263: return __metal_simd_shuffle_up(data, delta);",xcode_probe_golden,"golden/P07F/metal32_macosx26/probe.ll @probe_p07f_simd_shuffle_up_81: %1 = tail call fast float @air.simd_shuffle_up.f32(float 1.000000e+00, i16 0) #8",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_up,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:00Z,promote_map.py@1.0.0
__metal_simd_shuffle_xor,method,1,air.simd_shuffle_xor.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_simdgroup:269: return __metal_simd_shuffle_xor(data, mask);",xcode_probe_golden,"golden/P07F/metal32_macosx26/probe.ll @probe_p07f_simd_shuffle_xor_82: %1 = tail call fast float @air.simd_shuffle_xor.f32(float 1.000000e+00, i16 0) #8",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_shuffle_xor,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:00Z,promote_map.py@1.0.0
__metal_simd_sum,method,1,air.simd_sum.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:276: return __metal_simd_sum(data);,xcode_probe_golden,golden/P07F40/metal40_macosx26/probe.ll @probe_p07f_simd_sum_67: %1 = tail call fast float @air.simd_sum.f32(float 1.000000e+00) #10,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_sum,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_simd_vote_all,method,1,air.simd_vote_all.i64,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:87: return __metal_simd_vote_all(v);,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_vote_79: %1 = tail call i1 @air.simd_vote_all.i64(i64 0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_vote_all,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_simd_vote_any,method,1,air.simd_vote_any.i64,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),metal_simdgroup:92: return __metal_simd_vote_any(v);,xcode_probe_golden,golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_vote_80: %1 = tail call i1 @air.simd_vote_any.i64(i64 0) #14,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_simd_vote_any,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
